dataset,model,seed,test_auc,test_acc,hidden,num_bases,dropout,lr,weight_decay,patience,max_epochs,num_layers,pool_ratio,attn_pool,num_classes
MUTAG,hinpool,0,0.8095238095238094,0.7894736842105263,64,8,0.3,0.001,0.0005,30,200,3,0.9,False,2
MUTAG,hinpool,1,0.7261904761904762,0.6842105263157895,64,8,0.3,0.001,0.0005,30,200,3,0.9,False,2
MUTAG,hinpool,2,0.7976190476190476,0.7368421052631579,64,8,0.3,0.001,0.0005,30,200,3,0.9,False,2
MUTAG,hinpool,3,0.6904761904761905,0.631578947368421,64,8,0.3,0.001,0.0005,30,200,3,0.9,False,2
MUTAG,hinpool,4,0.8095238095238095,0.7894736842105263,64,8,0.3,0.001,0.0005,30,200,3,0.9,False,2
