INFO probing 16 findings
INFO probes | train shards=[8] | 39 samples (17 done)
INFO   [  1/ 39] 246  16/16 probes  | ETA 0.09h
INFO   [  2/ 39] 260  16/16 probes  | ETA 0.10h
INFO   [  3/ 39] 274  16/16 probes  | ETA 0.09h
INFO   [  4/ 39] 288  16/16 probes  | ETA 0.09h
INFO   [  5/ 39] 302  16/16 probes  | ETA 0.08h
INFO   [  6/ 39] 316  16/16 probes  | ETA 0.08h
INFO   [  7/ 39] 330  16/16 probes  | ETA 0.08h
INFO   [  8/ 39] 344  16/16 probes  | ETA 0.08h
INFO   [  9/ 39] 358  16/16 probes  | ETA 0.07h
INFO   [ 10/ 39] 372  16/16 probes  | ETA 0.07h
INFO   [ 11/ 39] 386  16/16 probes  | ETA 0.07h
INFO   [ 12/ 39] 400  16/16 probes  | ETA 0.07h
INFO   [ 13/ 39] 414  16/16 probes  | ETA 0.06h
INFO   [ 14/ 39] 428  16/16 probes  | ETA 0.06h
INFO   [ 15/ 39] 442  16/16 probes  | ETA 0.06h
INFO   [ 16/ 39] 456  16/16 probes  | ETA 0.06h
INFO   [ 17/ 39] 470  16/16 probes  | ETA 0.05h
INFO   [ 18/ 39] 484  16/16 probes  | ETA 0.05h
INFO   [ 19/ 39] 498  16/16 probes  | ETA 0.05h
INFO   [ 20/ 39] 512  16/16 probes  | ETA 0.05h
INFO   [ 21/ 39] 526  16/16 probes  | ETA 0.04h
INFO   [ 22/ 39] 540  16/16 probes  | ETA 0.04h
INFO Done in 3.2 min -> /homes/rm2125/Multi-Agent-Cooperative-Debate-via-KGs/experiments/15_kggnn/results/probeneg_train_8.jsonl
