INFO probing 16 findings
INFO probes | test shards=[10] | 11 samples (0 done)
INFO   [  1/ 11] 010  16/16 probes  | ETA 0.06h
INFO   [  2/ 11] 024  16/16 probes  | ETA 0.05h
INFO   [  3/ 11] 038  16/16 probes  | ETA 0.05h
INFO   [  4/ 11] 052  16/16 probes  | ETA 0.04h
INFO   [  5/ 11] 066  16/16 probes  | ETA 0.04h
INFO   [  6/ 11] 080  16/16 probes  | ETA 0.03h
INFO   [  7/ 11] 094  16/16 probes  | ETA 0.02h
INFO   [  8/ 11] 108  16/16 probes  | ETA 0.02h
INFO   [  9/ 11] 122  16/16 probes  | ETA 0.01h
INFO   [ 10/ 11] 136  16/16 probes  | ETA 0.01h
INFO   [ 11/ 11] 150  16/16 probes  | ETA 0.00h
INFO Done in 4.0 min -> /homes/rm2125/Multi-Agent-Cooperative-Debate-via-KGs/experiments/15_kggnn/results/probep4_test_10.jsonl
INFO probing 16 findings
INFO probes | val shards=[10] | 5 samples (0 done)
INFO   [  1/  5] 010  16/16 probes  | ETA 0.02h
INFO   [  2/  5] 024  16/16 probes  | ETA 0.02h
INFO   [  3/  5] 038  16/16 probes  | ETA 0.01h
INFO   [  4/  5] 052  16/16 probes  | ETA 0.01h
INFO   [  5/  5] 066  16/16 probes  | ETA 0.00h
INFO Done in 1.8 min -> /homes/rm2125/Multi-Agent-Cooperative-Debate-via-KGs/experiments/15_kggnn/results/probep4_val_10.jsonl
INFO probing 16 findings
INFO probes | train shards=[10] | 39 samples (0 done)
INFO   [  1/ 39] 010  16/16 probes  | ETA 0.23h
INFO   [  2/ 39] 024  16/16 probes  | ETA 0.23h
INFO   [  3/ 39] 038  16/16 probes  | ETA 0.22h
INFO   [  4/ 39] 052  16/16 probes  | ETA 0.21h
INFO   [  5/ 39] 066  16/16 probes  | ETA 0.21h
INFO   [  6/ 39] 080  16/16 probes  | ETA 0.20h
INFO   [  7/ 39] 094  16/16 probes  | ETA 0.19h
INFO   [  8/ 39] 108  16/16 probes  | ETA 0.19h
INFO   [  9/ 39] 122  16/16 probes  | ETA 0.18h
INFO   [ 10/ 39] 136  16/16 probes  | ETA 0.18h
INFO   [ 11/ 39] 150  16/16 probes  | ETA 0.17h
INFO   [ 12/ 39] 164  16/16 probes  | ETA 0.16h
INFO   [ 13/ 39] 178  16/16 probes  | ETA 0.16h
INFO   [ 14/ 39] 192  16/16 probes  | ETA 0.15h
INFO   [ 15/ 39] 206  16/16 probes  | ETA 0.15h
INFO   [ 16/ 39] 220  16/16 probes  | ETA 0.14h
INFO   [ 17/ 39] 234  16/16 probes  | ETA 0.13h
INFO   [ 18/ 39] 248  16/16 probes  | ETA 0.13h
INFO   [ 19/ 39] 262  16/16 probes  | ETA 0.12h
INFO   [ 20/ 39] 276  16/16 probes  | ETA 0.12h
INFO   [ 21/ 39] 290  16/16 probes  | ETA 0.11h
INFO   [ 22/ 39] 304  16/16 probes  | ETA 0.10h
INFO   [ 23/ 39] 318  16/16 probes  | ETA 0.09h
INFO   [ 24/ 39] 332  16/16 probes  | ETA 0.09h
INFO   [ 25/ 39] 346  16/16 probes  | ETA 0.08h
INFO   [ 26/ 39] 360  16/16 probes  | ETA 0.07h
INFO   [ 27/ 39] 374  16/16 probes  | ETA 0.07h
INFO   [ 28/ 39] 388  16/16 probes  | ETA 0.06h
INFO   [ 29/ 39] 402  16/16 probes  | ETA 0.05h
INFO   [ 30/ 39] 416  16/16 probes  | ETA 0.05h
INFO   [ 31/ 39] 430  16/16 probes  | ETA 0.04h
INFO   [ 32/ 39] 444  16/16 probes  | ETA 0.04h
INFO   [ 33/ 39] 458  16/16 probes  | ETA 0.03h
INFO   [ 34/ 39] 472  16/16 probes  | ETA 0.03h
INFO   [ 35/ 39] 486  16/16 probes  | ETA 0.02h
INFO   [ 36/ 39] 500  16/16 probes  | ETA 0.02h
INFO   [ 37/ 39] 514  16/16 probes  | ETA 0.01h
INFO   [ 38/ 39] 528  16/16 probes  | ETA 0.01h
INFO   [ 39/ 39] 542  16/16 probes  | ETA 0.00h
INFO Done in 12.0 min -> /homes/rm2125/Multi-Agent-Cooperative-Debate-via-KGs/experiments/15_kggnn/results/probep4_train_10.jsonl
