INFO probing 16 findings
INFO probes | test shards=[10] | 11 samples (0 done)
INFO   [  1/ 11] 010  16/16 probes  | ETA 0.25h
INFO   [  2/ 11] 024  16/16 probes  | ETA 0.22h
INFO   [  3/ 11] 038  16/16 probes  | ETA 0.19h
INFO   [  4/ 11] 052  16/16 probes  | ETA 0.17h
INFO   [  5/ 11] 066  16/16 probes  | ETA 0.14h
INFO   [  6/ 11] 080  16/16 probes  | ETA 0.12h
INFO   [  7/ 11] 094  16/16 probes  | ETA 0.10h
INFO   [  8/ 11] 108  16/16 probes  | ETA 0.07h
INFO   [  9/ 11] 122  16/16 probes  | ETA 0.05h
INFO   [ 10/ 11] 136  16/16 probes  | ETA 0.02h
INFO   [ 11/ 11] 150  16/16 probes  | ETA 0.00h
INFO Done in 15.6 min -> /homes/rm2125/Multi-Agent-Cooperative-Debate-via-KGs/experiments/15_kggnn/results/probep3_test_10.jsonl
INFO probing 16 findings
INFO probes | val shards=[10] | 5 samples (0 done)
INFO   [  1/  5] 010  16/16 probes  | ETA 0.09h
INFO   [  2/  5] 024  16/16 probes  | ETA 0.07h
INFO   [  3/  5] 038  16/16 probes  | ETA 0.05h
INFO   [  4/  5] 052  16/16 probes  | ETA 0.02h
INFO   [  5/  5] 066  16/16 probes  | ETA 0.00h
INFO Done in 7.1 min -> /homes/rm2125/Multi-Agent-Cooperative-Debate-via-KGs/experiments/15_kggnn/results/probep3_val_10.jsonl
INFO probing 16 findings
INFO probes | train shards=[10] | 39 samples (0 done)
INFO   [  1/ 39] 010  16/16 probes  | ETA 0.90h
INFO   [  2/ 39] 024  16/16 probes  | ETA 0.87h
INFO   [  3/ 39] 038  16/16 probes  | ETA 0.85h
INFO   [  4/ 39] 052  16/16 probes  | ETA 0.83h
INFO   [  5/ 39] 066  16/16 probes  | ETA 0.80h
INFO   [  6/ 39] 080  16/16 probes  | ETA 0.78h
INFO   [  7/ 39] 094  16/16 probes  | ETA 0.76h
INFO   [  8/ 39] 108  16/16 probes  | ETA 0.73h
INFO   [  9/ 39] 122  16/16 probes  | ETA 0.71h
INFO   [ 10/ 39] 136  16/16 probes  | ETA 0.68h
INFO   [ 11/ 39] 150  16/16 probes  | ETA 0.66h
INFO   [ 12/ 39] 164  16/16 probes  | ETA 0.64h
INFO   [ 13/ 39] 178  16/16 probes  | ETA 0.61h
INFO   [ 14/ 39] 192  16/16 probes  | ETA 0.59h
INFO   [ 15/ 39] 206  16/16 probes  | ETA 0.57h
INFO   [ 16/ 39] 220  16/16 probes  | ETA 0.54h
INFO   [ 17/ 39] 234  16/16 probes  | ETA 0.52h
INFO   [ 18/ 39] 248  16/16 probes  | ETA 0.50h
INFO   [ 19/ 39] 262  16/16 probes  | ETA 0.47h
INFO   [ 20/ 39] 276  16/16 probes  | ETA 0.45h
INFO   [ 21/ 39] 290  16/16 probes  | ETA 0.42h
INFO   [ 22/ 39] 304  16/16 probes  | ETA 0.40h
INFO   [ 23/ 39] 318  16/16 probes  | ETA 0.38h
INFO   [ 24/ 39] 332  16/16 probes  | ETA 0.35h
