INFO probing 16 findings
INFO probes | brst shards=[3] | 32 samples (0 done)
INFO   [  1/ 32] 003  16/16 probes  | ETA 0.19h
INFO   [  2/ 32] 011  16/16 probes  | ETA 0.19h
INFO   [  3/ 32] 019  16/16 probes  | ETA 0.18h
INFO   [  4/ 32] 027  16/16 probes  | ETA 0.18h
INFO   [  5/ 32] 035  16/16 probes  | ETA 0.17h
INFO   [  6/ 32] 043  16/16 probes  | ETA 0.16h
INFO   [  7/ 32] 051  16/16 probes  | ETA 0.16h
INFO   [  8/ 32] 059  16/16 probes  | ETA 0.15h
INFO   [  9/ 32] 067  16/16 probes  | ETA 0.14h
INFO   [ 10/ 32] 075  16/16 probes  | ETA 0.14h
INFO   [ 11/ 32] 083  16/16 probes  | ETA 0.13h
INFO   [ 12/ 32] 091  16/16 probes  | ETA 0.13h
INFO   [ 13/ 32] 099  16/16 probes  | ETA 0.12h
INFO   [ 14/ 32] 107  16/16 probes  | ETA 0.11h
INFO   [ 15/ 32] 115  16/16 probes  | ETA 0.11h
INFO   [ 16/ 32] 123  16/16 probes  | ETA 0.10h
INFO   [ 17/ 32] 131  16/16 probes  | ETA 0.10h
INFO   [ 18/ 32] 139  16/16 probes  | ETA 0.09h
INFO   [ 19/ 32] 147  16/16 probes  | ETA 0.08h
INFO   [ 20/ 32] 155  16/16 probes  | ETA 0.08h
INFO   [ 21/ 32] 163  16/16 probes  | ETA 0.07h
INFO   [ 22/ 32] 171  16/16 probes  | ETA 0.07h
INFO   [ 23/ 32] 179  16/16 probes  | ETA 0.06h
INFO   [ 24/ 32] 187  16/16 probes  | ETA 0.05h
INFO   [ 25/ 32] 195  16/16 probes  | ETA 0.05h
INFO   [ 26/ 32] 203  16/16 probes  | ETA 0.04h
INFO   [ 27/ 32] 211  16/16 probes  | ETA 0.03h
INFO   [ 28/ 32] 219  16/16 probes  | ETA 0.03h
INFO   [ 29/ 32] 227  16/16 probes  | ETA 0.02h
INFO   [ 30/ 32] 235  16/16 probes  | ETA 0.01h
INFO   [ 31/ 32] 243  16/16 probes  | ETA 0.01h
INFO   [ 32/ 32] 251  16/16 probes  | ETA 0.00h
INFO Done in 12.8 min -> /homes/rm2125/Multi-Agent-Cooperative-Debate-via-KGs/experiments/16_external/results/brst_p2_brst_3.jsonl
INFO probing 16 findings
INFO probes | brst shards=[3] | 32 samples (0 done)
INFO   [  1/ 32] 003  16/16 probes  | ETA 0.10h
INFO   [  2/ 32] 011  16/16 probes  | ETA 0.10h
INFO   [  3/ 32] 019  16/16 probes  | ETA 0.09h
INFO   [  4/ 32] 027  16/16 probes  | ETA 0.09h
INFO   [  5/ 32] 035  16/16 probes  | ETA 0.09h
INFO   [  6/ 32] 043  16/16 probes  | ETA 0.09h
INFO   [  7/ 32] 051  16/16 probes  | ETA 0.08h
INFO   [  8/ 32] 059  16/16 probes  | ETA 0.08h
INFO   [  9/ 32] 067  16/16 probes  | ETA 0.08h
INFO   [ 10/ 32] 075  16/16 probes  | ETA 0.07h
INFO   [ 11/ 32] 083  16/16 probes  | ETA 0.07h
INFO   [ 12/ 32] 091  16/16 probes  | ETA 0.07h
INFO   [ 13/ 32] 099  16/16 probes  | ETA 0.06h
INFO   [ 14/ 32] 107  16/16 probes  | ETA 0.06h
INFO   [ 15/ 32] 115  16/16 probes  | ETA 0.06h
INFO   [ 16/ 32] 123  16/16 probes  | ETA 0.05h
INFO   [ 17/ 32] 131  16/16 probes  | ETA 0.05h
INFO   [ 18/ 32] 139  16/16 probes  | ETA 0.05h
INFO   [ 19/ 32] 147  16/16 probes  | ETA 0.04h
INFO   [ 20/ 32] 155  16/16 probes  | ETA 0.04h
INFO   [ 21/ 32] 163  16/16 probes  | ETA 0.04h
INFO   [ 22/ 32] 171  16/16 probes  | ETA 0.03h
INFO   [ 23/ 32] 179  16/16 probes  | ETA 0.03h
INFO   [ 24/ 32] 187  16/16 probes  | ETA 0.03h
INFO   [ 25/ 32] 195  16/16 probes  | ETA 0.02h
INFO   [ 26/ 32] 203  16/16 probes  | ETA 0.02h
INFO   [ 27/ 32] 211  16/16 probes  | ETA 0.02h
INFO   [ 28/ 32] 219  16/16 probes  | ETA 0.01h
INFO   [ 29/ 32] 227  16/16 probes  | ETA 0.01h
INFO   [ 30/ 32] 235  16/16 probes  | ETA 0.01h
INFO   [ 31/ 32] 243  16/16 probes  | ETA 0.00h
INFO   [ 32/ 32] 251  16/16 probes  | ETA 0.00h
INFO Done in 6.3 min -> /homes/rm2125/Multi-Agent-Cooperative-Debate-via-KGs/experiments/16_external/results/brst_p3_brst_3.jsonl
