INFO probing 16 findings
INFO probes | brst shards=[7] | 31 samples (0 done)
INFO   [  1/ 31] 007  16/16 probes  | ETA 0.19h
INFO   [  2/ 31] 015  16/16 probes  | ETA 0.19h
INFO   [  3/ 31] 023  16/16 probes  | ETA 0.18h
INFO   [  4/ 31] 031  16/16 probes  | ETA 0.18h
INFO   [  5/ 31] 039  16/16 probes  | ETA 0.17h
INFO   [  6/ 31] 047  16/16 probes  | ETA 0.17h
INFO   [  7/ 31] 055  16/16 probes  | ETA 0.16h
INFO   [  8/ 31] 063  16/16 probes  | ETA 0.16h
INFO   [  9/ 31] 071  16/16 probes  | ETA 0.15h
INFO   [ 10/ 31] 079  16/16 probes  | ETA 0.14h
INFO   [ 11/ 31] 087  16/16 probes  | ETA 0.14h
INFO   [ 12/ 31] 095  16/16 probes  | ETA 0.13h
INFO   [ 13/ 31] 103  16/16 probes  | ETA 0.13h
INFO   [ 14/ 31] 111  16/16 probes  | ETA 0.12h
INFO   [ 15/ 31] 119  16/16 probes  | ETA 0.11h
INFO   [ 16/ 31] 127  16/16 probes  | ETA 0.11h
INFO   [ 17/ 31] 135  16/16 probes  | ETA 0.10h
INFO   [ 18/ 31] 143  16/16 probes  | ETA 0.09h
INFO   [ 19/ 31] 151  16/16 probes  | ETA 0.08h
INFO   [ 20/ 31] 159  16/16 probes  | ETA 0.08h
INFO   [ 21/ 31] 167  16/16 probes  | ETA 0.07h
INFO   [ 22/ 31] 175  16/16 probes  | ETA 0.06h
INFO   [ 23/ 31] 183  16/16 probes  | ETA 0.06h
INFO   [ 24/ 31] 191  16/16 probes  | ETA 0.05h
INFO   [ 25/ 31] 199  16/16 probes  | ETA 0.04h
INFO   [ 26/ 31] 207  16/16 probes  | ETA 0.04h
INFO   [ 27/ 31] 215  16/16 probes  | ETA 0.03h
INFO   [ 28/ 31] 223  16/16 probes  | ETA 0.02h
INFO   [ 29/ 31] 231  16/16 probes  | ETA 0.01h
INFO   [ 30/ 31] 239  16/16 probes  | ETA 0.01h
INFO   [ 31/ 31] 247  16/16 probes  | ETA 0.00h
INFO Done in 13.3 min -> /homes/rm2125/Multi-Agent-Cooperative-Debate-via-KGs/experiments/16_external/results/brst_p2_brst_7.jsonl
INFO probing 16 findings
INFO probes | brst shards=[7] | 31 samples (0 done)
INFO   [  1/ 31] 007  16/16 probes  | ETA 0.11h
INFO   [  2/ 31] 015  16/16 probes  | ETA 0.10h
INFO   [  3/ 31] 023  16/16 probes  | ETA 0.10h
INFO   [  4/ 31] 031  16/16 probes  | ETA 0.10h
INFO   [  5/ 31] 039  16/16 probes  | ETA 0.09h
INFO   [  6/ 31] 047  16/16 probes  | ETA 0.09h
INFO   [  7/ 31] 055  16/16 probes  | ETA 0.08h
INFO   [  8/ 31] 063  16/16 probes  | ETA 0.08h
INFO   [  9/ 31] 071  16/16 probes  | ETA 0.08h
INFO   [ 10/ 31] 079  16/16 probes  | ETA 0.07h
INFO   [ 11/ 31] 087  16/16 probes  | ETA 0.07h
INFO   [ 12/ 31] 095  16/16 probes  | ETA 0.07h
INFO   [ 13/ 31] 103  16/16 probes  | ETA 0.06h
INFO   [ 14/ 31] 111  16/16 probes  | ETA 0.06h
INFO   [ 15/ 31] 119  16/16 probes  | ETA 0.06h
INFO   [ 16/ 31] 127  16/16 probes  | ETA 0.05h
INFO   [ 17/ 31] 135  16/16 probes  | ETA 0.05h
INFO   [ 18/ 31] 143  16/16 probes  | ETA 0.05h
INFO   [ 19/ 31] 151  16/16 probes  | ETA 0.04h
INFO   [ 20/ 31] 159  16/16 probes  | ETA 0.04h
INFO   [ 21/ 31] 167  16/16 probes  | ETA 0.03h
INFO   [ 22/ 31] 175  16/16 probes  | ETA 0.03h
INFO   [ 23/ 31] 183  16/16 probes  | ETA 0.03h
INFO   [ 24/ 31] 191  16/16 probes  | ETA 0.02h
INFO   [ 25/ 31] 199  16/16 probes  | ETA 0.02h
INFO   [ 26/ 31] 207  16/16 probes  | ETA 0.02h
INFO   [ 27/ 31] 215  16/16 probes  | ETA 0.01h
INFO   [ 28/ 31] 223  16/16 probes  | ETA 0.01h
INFO   [ 29/ 31] 231  16/16 probes  | ETA 0.01h
INFO   [ 30/ 31] 239  16/16 probes  | ETA 0.00h
INFO   [ 31/ 31] 247  16/16 probes  | ETA 0.00h
INFO Done in 6.5 min -> /homes/rm2125/Multi-Agent-Cooperative-Debate-via-KGs/experiments/16_external/results/brst_p3_brst_7.jsonl
