INFO probing 16 findings
INFO probes | brst shards=[2] | 42 samples (0 done)
INFO   [  1/ 42] 002  16/16 probes  | ETA 1.97h
INFO   [  2/ 42] 008  16/16 probes  | ETA 1.90h
INFO   [  3/ 42] 014  16/16 probes  | ETA 1.85h
INFO   [  4/ 42] 020  16/16 probes  | ETA 1.80h
INFO   [  5/ 42] 026  16/16 probes  | ETA 1.75h
INFO   [  6/ 42] 032  16/16 probes  | ETA 1.70h
INFO   [  7/ 42] 038  16/16 probes  | ETA 1.66h
INFO   [  8/ 42] 044  16/16 probes  | ETA 1.61h
INFO   [  9/ 42] 050  16/16 probes  | ETA 1.56h
INFO   [ 10/ 42] 056  16/16 probes  | ETA 1.51h
INFO   [ 11/ 42] 062  16/16 probes  | ETA 1.46h
INFO   [ 12/ 42] 068  16/16 probes  | ETA 1.42h
INFO   [ 13/ 42] 074  16/16 probes  | ETA 1.37h
INFO   [ 14/ 42] 080  16/16 probes  | ETA 1.32h
INFO   [ 15/ 42] 086  16/16 probes  | ETA 1.28h
INFO   [ 16/ 42] 092  16/16 probes  | ETA 1.23h
INFO   [ 17/ 42] 098  16/16 probes  | ETA 1.18h
INFO probing 16 findings
INFO probes | brst shards=[2] | 42 samples (17 done)
INFO   [  1/ 42] 104  16/16 probes  | ETA 0.07h
INFO   [  2/ 42] 110  16/16 probes  | ETA 0.07h
INFO   [  3/ 42] 116  16/16 probes  | ETA 0.06h
INFO   [  4/ 42] 122  16/16 probes  | ETA 0.06h
INFO   [  5/ 42] 128  16/16 probes  | ETA 0.06h
INFO   [  6/ 42] 134  16/16 probes  | ETA 0.06h
INFO   [  7/ 42] 140  16/16 probes  | ETA 0.06h
INFO   [  8/ 42] 146  16/16 probes  | ETA 0.06h
INFO   [  9/ 42] 152  16/16 probes  | ETA 0.05h
INFO   [ 10/ 42] 158  16/16 probes  | ETA 0.05h
INFO   [ 11/ 42] 164  16/16 probes  | ETA 0.05h
INFO   [ 12/ 42] 170  16/16 probes  | ETA 0.05h
INFO   [ 13/ 42] 176  16/16 probes  | ETA 0.05h
INFO   [ 14/ 42] 182  16/16 probes  | ETA 0.05h
INFO   [ 15/ 42] 188  16/16 probes  | ETA 0.04h
INFO   [ 16/ 42] 194  16/16 probes  | ETA 0.04h
INFO   [ 17/ 42] 200  16/16 probes  | ETA 0.04h
INFO   [ 18/ 42] 206  16/16 probes  | ETA 0.04h
INFO   [ 19/ 42] 212  16/16 probes  | ETA 0.04h
INFO   [ 20/ 42] 218  16/16 probes  | ETA 0.04h
INFO   [ 21/ 42] 224  16/16 probes  | ETA 0.03h
INFO   [ 22/ 42] 230  16/16 probes  | ETA 0.03h
INFO   [ 23/ 42] 236  16/16 probes  | ETA 0.03h
