INFO probing 16 findings
INFO probes | brst shards=[4] | 31 samples (0 done)
INFO   [  1/ 31] 004  16/16 probes  | ETA 0.21h
INFO   [  2/ 31] 012  16/16 probes  | ETA 0.19h
INFO   [  3/ 31] 020  16/16 probes  | ETA 0.18h
INFO   [  4/ 31] 028  16/16 probes  | ETA 0.17h
INFO   [  5/ 31] 036  16/16 probes  | ETA 0.16h
INFO   [  6/ 31] 044  16/16 probes  | ETA 0.15h
INFO   [  7/ 31] 052  16/16 probes  | ETA 0.15h
INFO   [  8/ 31] 060  16/16 probes  | ETA 0.14h
INFO   [  9/ 31] 068  16/16 probes  | ETA 0.13h
INFO   [ 10/ 31] 076  16/16 probes  | ETA 0.13h
INFO   [ 11/ 31] 084  16/16 probes  | ETA 0.12h
INFO   [ 12/ 31] 092  16/16 probes  | ETA 0.12h
INFO   [ 13/ 31] 100  16/16 probes  | ETA 0.11h
INFO   [ 14/ 31] 108  16/16 probes  | ETA 0.10h
INFO   [ 15/ 31] 116  16/16 probes  | ETA 0.10h
INFO   [ 16/ 31] 124  16/16 probes  | ETA 0.09h
INFO   [ 17/ 31] 132  16/16 probes  | ETA 0.09h
INFO   [ 18/ 31] 140  16/16 probes  | ETA 0.08h
INFO   [ 19/ 31] 148  16/16 probes  | ETA 0.07h
INFO   [ 20/ 31] 156  16/16 probes  | ETA 0.07h
INFO   [ 21/ 31] 164  16/16 probes  | ETA 0.06h
INFO   [ 22/ 31] 172  16/16 probes  | ETA 0.05h
INFO   [ 23/ 31] 180  16/16 probes  | ETA 0.05h
INFO   [ 24/ 31] 188  16/16 probes  | ETA 0.04h
INFO   [ 25/ 31] 196  16/16 probes  | ETA 0.04h
INFO   [ 26/ 31] 204  16/16 probes  | ETA 0.03h
INFO   [ 27/ 31] 212  16/16 probes  | ETA 0.02h
INFO   [ 28/ 31] 220  16/16 probes  | ETA 0.02h
INFO   [ 29/ 31] 228  16/16 probes  | ETA 0.01h
INFO   [ 30/ 31] 236  16/16 probes  | ETA 0.01h
INFO   [ 31/ 31] 244  16/16 probes  | ETA 0.00h
INFO Done in 11.3 min -> /homes/rm2125/Multi-Agent-Cooperative-Debate-via-KGs/experiments/20_perception/results/pad30_p2_brst_4.jsonl
INFO probing 16 findings
INFO probes | brst shards=[4] | 31 samples (0 done)
INFO   [  1/ 31] 004  16/16 probes  | ETA 0.18h
INFO   [  2/ 31] 012  16/16 probes  | ETA 0.18h
INFO   [  3/ 31] 020  16/16 probes  | ETA 0.17h
INFO   [  4/ 31] 028  16/16 probes  | ETA 0.17h
INFO   [  5/ 31] 036  16/16 probes  | ETA 0.16h
INFO   [  6/ 31] 044  16/16 probes  | ETA 0.16h
INFO   [  7/ 31] 052  16/16 probes  | ETA 0.15h
INFO   [  8/ 31] 060  16/16 probes  | ETA 0.14h
INFO   [  9/ 31] 068  16/16 probes  | ETA 0.14h
INFO   [ 10/ 31] 076  16/16 probes  | ETA 0.13h
INFO   [ 11/ 31] 084  16/16 probes  | ETA 0.12h
INFO   [ 12/ 31] 092  16/16 probes  | ETA 0.12h
INFO   [ 13/ 31] 100  16/16 probes  | ETA 0.11h
INFO   [ 14/ 31] 108  16/16 probes  | ETA 0.11h
INFO   [ 15/ 31] 116  16/16 probes  | ETA 0.10h
INFO   [ 16/ 31] 124  16/16 probes  | ETA 0.09h
INFO   [ 17/ 31] 132  16/16 probes  | ETA 0.09h
INFO   [ 18/ 31] 140  16/16 probes  | ETA 0.08h
INFO   [ 19/ 31] 148  16/16 probes  | ETA 0.07h
INFO   [ 20/ 31] 156  16/16 probes  | ETA 0.07h
INFO   [ 21/ 31] 164  16/16 probes  | ETA 0.06h
INFO   [ 22/ 31] 172  16/16 probes  | ETA 0.06h
INFO   [ 23/ 31] 180  16/16 probes  | ETA 0.05h
INFO   [ 24/ 31] 188  16/16 probes  | ETA 0.04h
INFO   [ 25/ 31] 196  16/16 probes  | ETA 0.04h
INFO   [ 26/ 31] 204  16/16 probes  | ETA 0.03h
INFO   [ 27/ 31] 212  16/16 probes  | ETA 0.02h
INFO   [ 28/ 31] 220  16/16 probes  | ETA 0.02h
INFO   [ 29/ 31] 228  16/16 probes  | ETA 0.01h
INFO   [ 30/ 31] 236  16/16 probes  | ETA 0.01h
INFO   [ 31/ 31] 244  16/16 probes  | ETA 0.00h
INFO Done in 11.6 min -> /homes/rm2125/Multi-Agent-Cooperative-Debate-via-KGs/experiments/20_perception/results/pad30_p3_brst_4.jsonl
