INFO probing 16 findings
INFO probes | brst shards=[1] | 42 samples (0 done)
INFO   [  1/ 42] 001  16/16 probes  | ETA 0.32h
INFO   [  2/ 42] 007  16/16 probes  | ETA 0.28h
INFO   [  3/ 42] 013  16/16 probes  | ETA 0.26h
INFO   [  4/ 42] 019  16/16 probes  | ETA 0.25h
INFO   [  5/ 42] 025  16/16 probes  | ETA 0.24h
INFO   [  6/ 42] 031  16/16 probes  | ETA 0.23h
INFO   [  7/ 42] 037  16/16 probes  | ETA 0.22h
INFO   [  8/ 42] 043  16/16 probes  | ETA 0.21h
INFO   [  9/ 42] 049  16/16 probes  | ETA 0.21h
INFO   [ 10/ 42] 055  16/16 probes  | ETA 0.20h
INFO   [ 11/ 42] 061  16/16 probes  | ETA 0.20h
INFO   [ 12/ 42] 067  16/16 probes  | ETA 0.19h
INFO   [ 13/ 42] 073  16/16 probes  | ETA 0.19h
INFO   [ 14/ 42] 079  16/16 probes  | ETA 0.18h
INFO   [ 15/ 42] 085  16/16 probes  | ETA 0.17h
INFO   [ 16/ 42] 091  16/16 probes  | ETA 0.17h
INFO   [ 17/ 42] 097  16/16 probes  | ETA 0.16h
INFO   [ 18/ 42] 103  16/16 probes  | ETA 0.16h
INFO   [ 19/ 42] 109  16/16 probes  | ETA 0.15h
INFO   [ 20/ 42] 115  16/16 probes  | ETA 0.14h
INFO   [ 21/ 42] 121  16/16 probes  | ETA 0.14h
INFO   [ 22/ 42] 127  16/16 probes  | ETA 0.13h
INFO   [ 23/ 42] 133  16/16 probes  | ETA 0.13h
INFO   [ 24/ 42] 139  16/16 probes  | ETA 0.12h
INFO   [ 25/ 42] 145  16/16 probes  | ETA 0.11h
INFO   [ 26/ 42] 151  16/16 probes  | ETA 0.11h
INFO   [ 27/ 42] 157  16/16 probes  | ETA 0.10h
INFO   [ 28/ 42] 163  16/16 probes  | ETA 0.09h
INFO   [ 29/ 42] 169  16/16 probes  | ETA 0.09h
INFO   [ 30/ 42] 175  16/16 probes  | ETA 0.08h
INFO   [ 31/ 42] 181  16/16 probes  | ETA 0.07h
INFO   [ 32/ 42] 187  16/16 probes  | ETA 0.07h
INFO   [ 33/ 42] 193  16/16 probes  | ETA 0.06h
INFO   [ 34/ 42] 199  16/16 probes  | ETA 0.05h
INFO   [ 35/ 42] 205  16/16 probes  | ETA 0.05h
INFO   [ 36/ 42] 211  16/16 probes  | ETA 0.04h
INFO   [ 37/ 42] 217  16/16 probes  | ETA 0.03h
INFO   [ 38/ 42] 223  16/16 probes  | ETA 0.03h
INFO   [ 39/ 42] 229  16/16 probes  | ETA 0.02h
INFO   [ 40/ 42] 235  16/16 probes  | ETA 0.01h
INFO   [ 41/ 42] 241  16/16 probes  | ETA 0.01h
INFO   [ 42/ 42] 247  16/16 probes  | ETA 0.00h
INFO Done in 17.0 min -> /homes/rm2125/Multi-Agent-Cooperative-Debate-via-KGs/experiments/20_perception/results/maskring_p2_brst_1.jsonl
INFO probing 16 findings
INFO probes | brst shards=[1] | 42 samples (0 done)
INFO   [  1/ 42] 001  16/16 probes  | ETA 0.13h
INFO   [  2/ 42] 007  16/16 probes  | ETA 0.12h
INFO   [  3/ 42] 013  16/16 probes  | ETA 0.12h
INFO   [  4/ 42] 019  16/16 probes  | ETA 0.12h
INFO   [  5/ 42] 025  16/16 probes  | ETA 0.11h
INFO   [  6/ 42] 031  16/16 probes  | ETA 0.11h
INFO   [  7/ 42] 037  16/16 probes  | ETA 0.11h
INFO   [  8/ 42] 043  16/16 probes  | ETA 0.10h
INFO   [  9/ 42] 049  16/16 probes  | ETA 0.10h
INFO   [ 10/ 42] 055  16/16 probes  | ETA 0.10h
INFO   [ 11/ 42] 061  16/16 probes  | ETA 0.09h
INFO   [ 12/ 42] 067  16/16 probes  | ETA 0.09h
INFO   [ 13/ 42] 073  16/16 probes  | ETA 0.09h
INFO   [ 14/ 42] 079  16/16 probes  | ETA 0.09h
INFO   [ 15/ 42] 085  16/16 probes  | ETA 0.08h
INFO   [ 16/ 42] 091  16/16 probes  | ETA 0.08h
INFO   [ 17/ 42] 097  16/16 probes  | ETA 0.08h
INFO   [ 18/ 42] 103  16/16 probes  | ETA 0.07h
INFO   [ 19/ 42] 109  16/16 probes  | ETA 0.07h
INFO   [ 20/ 42] 115  16/16 probes  | ETA 0.07h
INFO   [ 21/ 42] 121  16/16 probes  | ETA 0.06h
INFO   [ 22/ 42] 127  16/16 probes  | ETA 0.06h
INFO   [ 23/ 42] 133  16/16 probes  | ETA 0.06h
INFO   [ 24/ 42] 139  16/16 probes  | ETA 0.05h
INFO   [ 25/ 42] 145  16/16 probes  | ETA 0.05h
INFO   [ 26/ 42] 151  16/16 probes  | ETA 0.05h
INFO   [ 27/ 42] 157  16/16 probes  | ETA 0.05h
INFO   [ 28/ 42] 163  16/16 probes  | ETA 0.04h
INFO   [ 29/ 42] 169  16/16 probes  | ETA 0.04h
INFO   [ 30/ 42] 175  16/16 probes  | ETA 0.04h
INFO   [ 31/ 42] 181  16/16 probes  | ETA 0.03h
INFO   [ 32/ 42] 187  16/16 probes  | ETA 0.03h
INFO   [ 33/ 42] 193  16/16 probes  | ETA 0.03h
INFO   [ 34/ 42] 199  16/16 probes  | ETA 0.02h
INFO   [ 35/ 42] 205  16/16 probes  | ETA 0.02h
INFO   [ 36/ 42] 211  16/16 probes  | ETA 0.02h
INFO   [ 37/ 42] 217  16/16 probes  | ETA 0.02h
INFO   [ 38/ 42] 223  16/16 probes  | ETA 0.01h
INFO   [ 39/ 42] 229  16/16 probes  | ETA 0.01h
INFO   [ 40/ 42] 235  16/16 probes  | ETA 0.01h
INFO   [ 41/ 42] 241  16/16 probes  | ETA 0.00h
INFO   [ 42/ 42] 247  16/16 probes  | ETA 0.00h
INFO Done in 7.7 min -> /homes/rm2125/Multi-Agent-Cooperative-Debate-via-KGs/experiments/20_perception/results/maskring_p3_brst_1.jsonl
