INFO probing 16 findings
INFO probes | brst shards=[1] | 42 samples (0 done)
INFO   [  1/ 42] 001  16/16 probes  | ETA 1.96h
INFO   [  2/ 42] 007  16/16 probes  | ETA 1.89h
INFO   [  3/ 42] 013  16/16 probes  | ETA 1.84h
INFO   [  4/ 42] 019  16/16 probes  | ETA 1.79h
INFO   [  5/ 42] 025  16/16 probes  | ETA 1.74h
INFO   [  6/ 42] 031  16/16 probes  | ETA 1.70h
INFO   [  7/ 42] 037  16/16 probes  | ETA 1.65h
INFO   [  8/ 42] 043  16/16 probes  | ETA 1.60h
INFO   [  9/ 42] 049  16/16 probes  | ETA 1.55h
INFO   [ 10/ 42] 055  16/16 probes  | ETA 1.51h
INFO   [ 11/ 42] 061  16/16 probes  | ETA 1.46h
INFO   [ 12/ 42] 067  16/16 probes  | ETA 1.41h
INFO   [ 13/ 42] 073  16/16 probes  | ETA 1.36h
INFO   [ 14/ 42] 079  16/16 probes  | ETA 1.32h
INFO   [ 15/ 42] 085  16/16 probes  | ETA 1.27h
INFO   [ 16/ 42] 091  16/16 probes  | ETA 1.22h
INFO   [ 17/ 42] 097  16/16 probes  | ETA 1.17h
INFO probing 16 findings
INFO probes | brst shards=[1] | 42 samples (17 done)
INFO   [  1/ 42] 103  16/16 probes  | ETA 0.10h
INFO   [  2/ 42] 109  16/16 probes  | ETA 0.10h
INFO   [  3/ 42] 115  16/16 probes  | ETA 0.09h
INFO   [  4/ 42] 121  16/16 probes  | ETA 0.09h
INFO   [  5/ 42] 127  16/16 probes  | ETA 0.09h
INFO   [  6/ 42] 133  16/16 probes  | ETA 0.09h
INFO   [  7/ 42] 139  16/16 probes  | ETA 0.08h
INFO   [  8/ 42] 145  16/16 probes  | ETA 0.08h
INFO   [  9/ 42] 151  16/16 probes  | ETA 0.08h
INFO   [ 10/ 42] 157  16/16 probes  | ETA 0.08h
INFO   [ 11/ 42] 163  16/16 probes  | ETA 0.07h
INFO   [ 12/ 42] 169  16/16 probes  | ETA 0.07h
INFO   [ 13/ 42] 175  16/16 probes  | ETA 0.07h
INFO   [ 14/ 42] 181  16/16 probes  | ETA 0.07h
